Misc,playerID,birthYear,birthCountry,birthCity,deathYear,deathCountry,deathCity,nameFirst,nameLast,Birthplace,geoname_id,continent_code,country_iso_code,country_name,city_name,registered_country_geoname_id,latitude,longitude
673,allisma01,1887,United States,Owensboro,1964,USA,Mount Vernon,Mack,Allison,United States Owensboro,4303436,,US,United States,Owensboro,6252001,37.752,-87.1514
674,allismi01,1890,United States,Elk Rapids,1957,USA,Kenosha,Milo,Allison,United States Elk Rapids,4991969,,US,United States,Elk Rapids,6252001,44.8955,-85.4082
675,allrebe01,1965,United States,Mesa,,,,Beau,Allred,United States Mesa,5304391,,US,United States,Mesa,6252001,33.3429,-111.6347
678,almanar01,1972,United States,El Paso,,,,Armando,Almanza,United States El Paso,4890813,,US,United States,El Paso,6252001,40.7389,-89.012
683,almonbi01,1952,United States,Providence,,,,Bill,Almon,United States Providence,4305295,,US,United States,Providence,6252001,37.405,-87.7505
691,almonye01,1994,United States,Miami,,,,Yency,Almonte,United States Miami,4164138,,US,United States,Miami,6252001,25.7806,-80.1826
696,almoral01,1994,United States,Hialeah,,,,Albert,Almora,United States Hialeah,4158476,,US,United States,Hialeah,6252001,25.9381,-80.3146
698,alomaro01,1968,Puerto Rico,Ponce,,,,Roberto,Alomar,Puerto Rico Ponce,4566880,,PR,Puerto Rico,Ponce,6252001,18.0111,-66.6141
699,alomasa01,1943,Puerto Rico,Salinas,,,,Sandy,Alomar,Puerto Rico Salinas,4568040,,PR,Puerto Rico,Salinas,6252001,17.9775,-66.2979
700,alomasa02,1966,Puerto Rico,Salinas,,,,Sandy,Alomar,Puerto Rico Salinas,4568040,,PR,Puerto Rico,Salinas,6252001,17.9775,-66.2979
705,aloumo01,1966,United States,Atlanta,,,,Moises,Alou,United States Atlanta,4180439,,US,United States,Atlanta,6252001,33.9707,-84.3247
713,alperwh01,1879,United States,Etna,1942,USA,Pittsburgh,Whitey,Alpermann,United States Etna,4963848,,US,United States,Etna,6252001,44.7932,-69.1322
715,alstode01,1952,United States,Valhalla,,,,Dell,Alston,United States Valhalla,5142090,,US,United States,Valhalla,6252001,41.0856,-73.7776
716,alstoga01,1971,United States,Mount Vernon,,,,Garvin,Alston,United States Mount Vernon,4078348,,US,United States,Mount Vernon,6252001,31.0974,-88.035
727,alstoto01,1926,United States,Greensboro,1993,USA,Winston-Salem,Tom,Alston,United States Greensboro,4065282,,US,United States,Greensboro,6252001,32.7167,-87.5905
733,alstowa01,1911,United States,Venice,1984,USA,Oxford,Walter,Alston,United States Venice,4176380,,US,United States,Venice,6252001,27.0602,-82.3533
736,altavda01,1992,United States,McKeesport,,,,Dan,Altavilla,United States McKeesport,5200499,,US,United States,McKeesport,6252001,40.3478,-79.8642
737,altener01,1894,United States,Avon,1981,USA,Napa,Ernie,Alten,United States Avon,4254021,,US,United States,Avon,6252001,39.7668,-86.4013
746,altenje01,1893,United States,Ashley,1973,USA,Lansing,Jesse,Altenburg,United States Ashley,4984460,,US,United States,Ashley,6252001,43.1891,-84.488
749,altheaa01,1991,Germany,Landstuhl,,,,Aaron,Altherr,Germany Landstuhl,2881477,EU,DE,Germany,Landstuhl,2921044,49.4131,7.5702
750,altizda01,1876,United States,Pearl,1964,USA,Pleasant Hill,Dave,Altizer,United States Pearl,4246787,,US,United States,Pearl,6252001,39.4441,-90.638
752,altmage01,1933,United States,Goldsboro,,,,George,Altman,United States Goldsboro,4468261,,US,United States,Goldsboro,6252001,35.3664,-77.9221
754,altobjo01,1932,United States,Detroit,,,,Joe,Altobelli,United States Detroit,4685987,,US,United States,Detroit,6252001,33.6627,-95.2385
757,altroni01,1876,United States,Cincinnati,1965,USA,Washington,Nick,Altrock,United States Cincinnati,4508722,,US,United States,Cincinnati,6252001,39.2663,-84.5221
760,alusige01,1935,United States,Ashley,2018,USA,Woodbridge,George,Alusik,United States Ashley,4984460,,US,United States,Ashley,6252001,43.1891,-84.488
763,alvarab01,1982,United States,Los Angeles,,,,Abe,Alvarez,United States Los Angeles,5368361,,US,United States,Los Angeles,597427,34.0544,-118.244
767,alvarga01,1974,Mexico,Navojoa,,,,Gabe,Alvarez,Mexico Navojoa,3995019,,MX,Mexico,Navojoa,3996063,27.0703,-109.4437
768,alvarhe01,1990,Venezuela,Valencia,,,,Henderson,Alvarez,Venezuela Valencia,3625549,SA,VE,Venezuela,Valencia,3625428,10.1806,-68.0039
769,alvarjo01,1956,United States,Tampa,,,,Jose,Alvarez,United States Tampa,4174757,,US,United States,Tampa,6252001,27.959,-82.4938
773,alvarju01,1973,United States,Coral Gables,,,,Juan,Alvarez,United States Coral Gables,4151871,,US,United States,Coral Gables,6252001,25.7641,-80.2702
774,alvarlu01,1949,Puerto Rico,Lajas,2001,P.R.,Lajas,Luis,Alvarado,Puerto Rico Lajas,4565898,,PR,Puerto Rico,Lajas,4566966,18.05,-67.0593
775,alvaror01,1952,Puerto Rico,Rio Grande,2016,P.R.,Rio Grande,Orlando,Alvarez,Puerto Rico Rio Grande,4567817,,PR,Puerto Rico,Rio Grande,6252001,18.3802,-65.8313
778,alvarrj01,1991,United States,West Palm Beach,,,,R. J.,Alvarez,United States West Palm Beach,4177887,,US,United States,West Palm Beach,6252001,26.7165,-80.0679
781,alvarto01,1979,Venezuela,Caracas,,,,Tony,Alvarez,Venezuela Caracas,3646738,SA,VE,Venezuela,Caracas,3625428,10.5048,-66.9208
784,alvisma01,1938,United States,Jasper,,,,Max,Alvis,United States Jasper,4069659,,US,United States,Jasper,6252001,33.8312,-87.2775
794,alyeabr01,1940,United States,Passaic,,,,Brant,Alyea,United States Passaic,5102443,,US,United States,Passaic,6252001,40.8565,-74.1231
795,amalfjo01,1934,United States,San Pedro,,,,Joey,Amalfitano,United States San Pedro,5392528,,US,United States,San Pedro,6252001,33.7329,-118.2951
796,amarari01,1962,United States,Visalia,,,,Rich,Amaral,United States Visalia,5406567,,US,United States,Visalia,6252001,36.3528,-119.3007
798,amaroru01,1936,Mexico,Nuevo Laredo,2017,USA,Weston,Ruben,Amaro,Mexico Nuevo Laredo,3522551,,MX,Mexico,Nuevo Laredo,3996063,27.4758,-99.6738
799,amaroru02,1965,United States,Philadelphia,,,,Ruben,Amaro,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
803,amblewa01,1915,United States,Abington,1998,USA,Ponte Vedra Beach,Wayne,Ambler,United States Abington,4928662,,US,United States,Abington,6252001,42.1167,-70.9543
805,ambrech01,1979,United States,Beaumont,,,,Chip,Ambres,United States Beaumont,4672989,,US,United States,Beaumont,6252001,30.14,-94.1604
807,ambrihe01,1984,United States,Orange,,,,Hector,Ambriz,United States Orange,4716805,,US,United States,Orange,6252001,30.0709,-93.8659
813,amelued01,1959,United States,Fullerton,,,,Ed,Amelung,United States Fullerton,5059296,,US,United States,Fullerton,6252001,46.1951,-98.3882
816,amesre01,1882,United States,Warren,1936,USA,Warren,Red,Ames,United States Warren,4135349,,US,United States,Warren,6252001,33.614,-92.0778
830,amesst01,1988,United States,Vancouver,,,,Steve,Ames,United States Vancouver,5814616,,US,United States,Vancouver,6252001,45.6952,-122.6541
832,amoledo01,1874,United States,Coatesville,1912,USA,Wilmington,Doc,Amole,United States Coatesville,4255959,,US,United States,Coatesville,6252001,39.6878,-86.6703
836,anckewa01,1893,United States,New York,1954,USA,Englewood,Walter,Ancker,United States New York,5128581,,US,United States,New York,798549,40.7157,-74
837,anderal01,1914,United States,Gainesville,1985,USA,Albany,Alf,Anderson,United States Gainesville,4156404,,US,United States,Gainesville,6252001,29.6959,-82.4042
841,anderal02,1964,United States,Lancaster,,,,Allan,Anderson,United States Lancaster,4297354,,US,United States,Lancaster,6252001,37.6584,-84.5969
853,anderan01,1922,United States,Bremerton,1982,USA,Seattle,Andy,Anderson,United States Bremerton,5788054,,US,United States,Bremerton,6252001,47.6276,-122.6431
854,anderbi01,1895,United States,Boston,1983,USA,Medford,Bill,Anderson,United States Boston,4285208,,US,United States,Boston,6252001,37.7408,-85.5948
857,anderbo01,1935,United States,East Chicago,2015,USA,Tulsa,Bob,Anderson,United States East Chicago,4919857,,US,United States,East Chicago,6252001,41.6349,-87.4627
858,anderbr01,1964,United States,Silver Spring,,,,Brady,Anderson,United States Silver Spring,4369596,,US,United States,Silver Spring,6252001,38.9994,-77.0336
859,anderbr02,1972,United States,Portsmouth,,,,Brian,Anderson,United States Portsmouth,4521816,,US,United States,Portsmouth,6252001,38.7947,-82.9286
864,anderbr03,1982,United States,Tucson,,,,Brian,Anderson,United States Tucson,5318313,,US,United States,Tucson,6252001,32.2519,-110.82
865,anderbr04,1988,United States,Midland,,,,Brett,Anderson,United States Midland,4209111,,US,United States,Midland,6252001,32.5607,-84.8573
872,anderbr05,1986,United States,Thousand Oaks,,,,Bryan,Anderson,United States Thousand Oaks,5402405,,US,United States,Thousand Oaks,6252001,34.2106,-118.8716
873,anderbr06,1993,United States,Edmond,,,,Brian,Anderson,United States Edmond,4535740,,US,United States,Edmond,6252001,35.722,-97.5133
874,anderbu01,1956,United States,Westbury,,,,Bud,Anderson,United States Westbury,5144040,,US,United States,Westbury,6252001,40.7588,-73.5661
875,anderch01,1987,United States,Wichita Falls,,,,Chase,Anderson,United States Wichita Falls,4741752,,US,United States,Wichita Falls,6252001,33.8654,-98.5252
876,anderco01,1990,United States,Quincy,,,,Cody,Anderson,United States Quincy,4169510,,US,United States,Quincy,6252001,30.5867,-84.6094
883,andercr01,1938,United States,Washington,,,,Craig,Anderson,United States Washington,4140963,,US,United States,Washington,6252001,38.9371,-76.9928
902,anderda01,1868,United States,Chester,1897,USA,Chester,Dave,Anderson,United States Chester,4235724,,US,United States,Chester,6252001,37.9188,-89.8218
916,anderda02,1960,United States,Louisville,,,,Dave,Anderson,United States Louisville,4073771,,US,United States,Louisville,6252001,31.7943,-85.5581
924,anderdr01,1981,United States,Kearney,,,,Drew,Anderson,United States Kearney,4393269,,US,United States,Kearney,6252001,39.3652,-94.3621
926,anderdr02,1994,United States,Reno,,,,Drew,Anderson,United States Reno,5511077,,US,United States,Reno,6252001,39.5381,-119.8365
927,anderdw01,1947,United States,Oakland,,,,Dwain,Anderson,United States Oakland,4166628,,US,United States,Oakland,6252001,28.5547,-81.6322
938,anderfe01,1918,United States,Maple City,1978,USA,Joplin,Ferrell,Anderson,United States Maple City,5000687,,US,United States,Maple City,6252001,44.859,-85.8814
940,anderga01,1972,United States,Los Angeles,,,,Garret,Anderson,United States Los Angeles,5368361,,US,United States,Los Angeles,597427,34.0544,-118.244
941,anderge01,1889,United States,Cleveland,1962,USA,Cleveland,George,Anderson,United States Cleveland,4055815,,US,United States,Cleveland,6252001,33.9778,-86.5598
955,andergo01,1880,United States,Cleveland,1923,USA,South Bend,Goat,Anderson,United States Cleveland,4055815,,US,United States,Cleveland,6252001,33.9778,-86.5598
970,anderha02,1931,United States,North East,1998,USA,Greenville,Harry,Anderson,United States North East,4363889,,US,United States,North East,6252001,39.6045,-75.9538
972,anderja01,1979,United States,Danville,,,,Jason,Anderson,United States Danville,4190729,,US,United States,Danville,6252001,32.6057,-83.2454
983,anderji01,1957,United States,Los Angeles,,,,Jim,Anderson,United States Los Angeles,5368361,,US,United States,Los Angeles,597427,34.0544,-118.244
984,anderji02,1976,United States,Portsmouth,,,,Jimmy,Anderson,United States Portsmouth,4521816,,US,United States,Portsmouth,6252001,38.7947,-82.9286
989,anderjo01,1873,Norway,Sarpsborg,1949,USA,Worcester,John,Anderson,Norway Sarpsborg,3140084,EU,NO,Norway,Sarpsborg,3144096,59.295,11.099
991,anderjo03,1982,United States,Somerset,,,,Josh,Anderson,United States Somerset,4308922,,US,United States,Somerset,6252001,37.1029,-84.5443
999,anderju01,1992,United States,Houston,,,,Justin,Anderson,United States Houston,4430529,,US,United States,Houston,6252001,33.9026,-88.967
1002,anderke01,1963,United States,Florence,,,,Kent,Anderson,United States Florence,4062577,,US,United States,Florence,6252001,34.8305,-87.656
1018,anderla01,1952,United States,Maywood,,,,Larry,Anderson,United States Maywood,4397550,,US,United States,Maywood,6252001,39.9333,-91.6148
1023,anderla02,1953,United States,Portland,,,,Larry,Andersen,United States Portland,4650946,,US,United States,Portland,6252001,36.5673,-86.5059
1032,anderla03,1987,United States,Oakland,,,,Lars,Anderson,United States Oakland,4166628,,US,United States,Oakland,6252001,28.5547,-81.6322
1043,anderma01,1976,United States,Louisville,,,,Matt,Anderson,United States Louisville,4073771,,US,United States,Louisville,6252001,31.7943,-85.5581
1051,anderma02,1974,United States,Montgomery,,,,Marlon,Anderson,United States Montgomery,4076784,,US,United States,Montgomery,6252001,32.3668,-86.3
1057,andermi01,1951,United States,Florence,,,,Mike,Anderson,United States Florence,4062577,,US,United States,Florence,6252001,34.8305,-87.656
1073,andermi02,1966,United States,Austin,,,,Mike,Anderson,United States Austin,4099974,,US,United States,Austin,6252001,34.9921,-91.9798
1078,anderre01,1912,United States,Lawton,1972,USA,Sioux City,Red,Anderson,United States Lawton,4540737,,US,United States,Lawton,6252001,34.6246,-98.3895
1081,anderri01,1953,United States,Inglewood,1989,USA,Wilmington,Rick,Anderson,United States Inglewood,5359488,,US,United States,Inglewood,6252001,33.9583,-118.3259
1082,anderri02,1956,United States,Everett,,,,Rick,Anderson,United States Everett,4936008,,US,United States,Everett,6252001,42.4112,-71.0514
1085,andersc01,1962,United States,Corvallis,,,,Scott,Anderson,United States Corvallis,5720727,,US,United States,Corvallis,6252001,44.5928,-123.2746
1086,andersp01,1934,United States,Bridgewater,2010,USA,Thousand Oaks,Sparky,Anderson,United States Bridgewater,4748925,,US,United States,Bridgewater,6252001,38.3859,-78.9937
1091,anderta01,1993,United States,Boynton Beach,,,,Tanner,Anderson,United States Boynton Beach,4148677,,US,United States,Boynton Beach,6252001,26.5331,-80.1423
1092,anderti01,1993,United States,Tuscaloosa,,,,Tim,Anderson,United States Tuscaloosa,4094455,,US,United States,Tuscaloosa,6252001,33.1669,-87.5064
1093,anderty01,1989,United States,Las Vegas,,,,Tyler,Anderson,United States Las Vegas,5475433,,US,United States,Las Vegas,6252001,35.5949,-105.2272
1095,anderva01,1866,United States,Geneva,1941,USA,Rockford,Varney,Anderson,United States Geneva,4063926,,US,United States,Geneva,6252001,31.0414,-85.8847
1101,anderwa01,1897,United States,Grand Rapids,1990,USA,Battle Creek,Walter,Anderson,United States Grand Rapids,4994358,,US,United States,Grand Rapids,6252001,43.0213,-85.6064
1104,anderwi01,1886,United States,Lillian,1950,USA,Fort Worth,Wingo,Anderson,United States Lillian,4072630,,US,United States,Lillian,6252001,30.3972,-87.4745
1105,andinro01,1984,United States,Miami,,,,Robert,Andino,United States Miami,4164138,,US,United States,Miami,6252001,25.7806,-80.1826
1109,andrast01,1978,United States,Woodland,,,,Steve,Andrade,United States Woodland,4231769,,US,United States,Woodland,6252001,32.79,-84.5654
1115,andrecl01,1978,United States,Dunedin,,,,Clayton,Andrews,United States Dunedin,4153759,,US,United States,Dunedin,6252001,28.0303,-82.7816
1116,andreed01,1859,United States,Painesville,1934,USA,West Palm Beach,Ed,Andrews,United States Painesville,5166009,,US,United States,Painesville,6252001,41.7059,-81.1997
1117,andreel01,1901,United States,Greenwood,1979,USA,Greenwood,Elbert,Andrews,United States Greenwood,4113143,,US,United States,Greenwood,6252001,35.1955,-94.253
1129,andreer01,1918,United States,Jeffersonville,2008,USA,Bradenton,Ernie,Andres,United States Jeffersonville,4259671,,US,United States,Jeffersonville,6252001,38.3078,-85.7359
1133,andrefr01,1952,United States,Lafayette,,,,Fred,Andrews,United States Lafayette,4071267,,US,United States,Lafayette,6252001,32.9252,-85.4426
1141,andrehu01,1922,United States,Burbank,2012,USA,Dodge City,Hub,Andrews,United States Burbank,4885983,,US,United States,Burbank,6252001,41.7402,-87.7723
1145,andreiv01,1907,United States,Dora,1970,USA,Birmingham,Ivy,Andrews,United States Dora,4059070,,US,United States,Dora,6252001,33.7357,-87.0546
1146,andreji01,1865,United States,Shelburne Falls,1907,USA,Chicago,Jim,Andrews,United States Shelburne Falls,4950749,,US,United States,Shelburne Falls,6252001,42.6022,-72.7391
1147,andrejo01,1923,United States,Brockton,1976,USA,Barnstable,John,Andre,United States Brockton,4931429,,US,United States,Brockton,6252001,42.0847,-71.0002
1148,andrejo02,1949,United States,Monterey Park,,,,John,Andrews,United States Monterey Park,5374406,,US,United States,Monterey Park,6252001,34.0582,-118.126
1149,andrejo03,1990,United States,Worcester,,,,John,Andreoli,United States Worcester,4956184,,US,United States,Worcester,6252001,42.2894,-71.7888
1153,andreki01,1953,United States,Glendale,,,,Kim,Andrew,United States Glendale,5254404,,US,United States,Glendale,6252001,43.1353,-87.9356
1158,andremi01,1943,United States,Los Angeles,,,,Mike,Andrews,United States Los Angeles,5368361,,US,United States,Los Angeles,597427,34.0544,-118.244
1159,andrena01,1913,United States,Pembroke,1991,USA,Winston-Salem,Nate,Andrews,United States Pembroke,4215251,,US,United States,Pembroke,6252001,32.1812,-81.6656
